STT	BaiToan	Code_C	"?? BÀI T?P 1
Vi?t ch??ng trình tính th? tích hình chóp c?t ??u có di?n tích ?áy l?n S, di?n tích ?áy nh? s và chi?u cao h. Th? tích hình chóp c?t ??u ???c xác ??nh b?i công th?c:
V=13?h?(S+Ss+s)V = \frac{1}{3} * h * (S + \sqrt{Ss} + s)V=31?h?(S+Ss+s) 
(di?n gi?i công th?c: m?t ph?n ba * chi?u cao h * t?ng di?n tích ?áy l?n, di?n tích ?áy nh? và c?n b?c hai tích di?n tích ?áy l?n và ?áy nh?)
________________________________________
Mô t? d? li?u testcase:
•	Input: G?m T+1 dòng; dòng ??u tiên là s? l??ng testcase T; T dòng ti?p theo, m?i dòng g?m giá tr? th?c S, s và h t??ng ?ng d? li?u c?a m?t testcase.
•	Output: K?t qu? c?a m?i testcase trên m?t hàng, in 02 ch? s? sau d?u ph?y. N?u không tính ???c thì in ra ND.
Minh h?a d? li?u testcase:
Input:
1
2.0 2.0 1.5
Output:
3.00
? Code C:
#include <stdio.h>
#include <math.h>
int main() {
    int T;
    scanf(""%d"", &T);
    while (T--) {
        double S, s, h;
        if (scanf(""%lf %lf %lf"", &S, &s, &h) != 3 || S < 0 || s < 0 || h < 0) {
            printf(""ND\n"");
            continue;
        }
        double V = (1.0 / 3.0) * h * (S + sqrt(S * s) + s);
        printf(""%.2lf\n"", V);
  }
    return 0;
}
________________________________________
?? BÀI T?P 2
Cho m?t ma tr?n các s? nguyên A kích th??c m×n. Ng??i ta th?c hi?n duy?t các hàng và c?t ngoài cùng t? m?t v? trí cho tr??c theo m?t chi?u nh?t ??nh. D?c theo ???ng duy?t, li?t kê t?t c? các s? nguyên t? theo th? t? duy?t.
V? trí ban ??u t?i góc trên bên ph?i (hàng 0, c?t n?1) và duy?t theo chi?u ng??c chi?u kim ??ng h?.
Mô t? d? li?u testcase:
•	Input: Dòng ??u tiên là s? l??ng b? testcase T; T*(m+1) dòng ti?p theo là d? li?u các b? testcase; m?i b? testcase g?m m+1 hàng, trong ?ó hàng ??u tiên là giá tr? m và n, m hàng ti?p theo, m?i hàng g?m n ph?n t? t??ng ?ng v?i hàng c?a ma tr?n.
•	Output: K?t qu? m?i testcase trên m?t hàng.
Minh h?a d? li?u testcase:
Input:
1
3 3
1 2 3
4 5 6
7 8 9
Output:
327
? Code C:
#include <stdio.h>
int main() {
    int T;
    scanf(""%d"", &T);
    while (T--) {
        int m, n;
        scanf(""%d %d"", &m, &n);
        int A[100][100]; 
        for (int i = 0; i < m; ++i)
            for (int j = 0; j < n; ++j)
                scanf(""%d"", &A[i][j]);
        for (int i = 0; i < m; ++i)
            printf(""%d"", A[i][n - 1]);
        for (int j = n - 2; j >= 0; --j)
            printf(""%d"", A[m - 1][j]);
        for (int j = 1; j < n - 1; ++j)
            printf(""%d"", A[0][j]);
        printf(""\n"");
    }
    return 0;
}
?? BÀI T?P 3
Tính di?n tích hình ch? nh?t
Yêu c?u:
1.	Vi?t ch??ng trình tính di?n tích hình ch? nh?t v?i các c?nh a, b.
2.	Ch??ng trình c?n x? lý nhi?u test case.
3.	Input:
o	Dòng ??u tiên là s? M - s? l??ng test case.
o	M dòng ti?p theo, m?i dòng ch?a hai giá tr? a, b.
4.	Output:
o	K?t qu? c?a m?i test case trên m?t dòng. N?u không tính ???c (a ho?c b âm) thì in ""MD"".
5.	Ví d?:
o	Input:
2
1 1
2 3
o	Output:
1.00
6.00
? Code C:
#include <stdio.h>

int main(void) {
    int t;
    scanf(""%d"", &t);
    while (t--) {
        float a, b;
        scanf(""%f %f"", &a, &b);
        if (a < 0 || b < 0) {
            printf(""MD\n"");
        }
        else {
            printf(""%.2f\n"", a * b);
        }
    }
    return 0;
}
"									
175	C?ng hai ma tr?n cùng kích th??c.	"#include <stdio.h>

int main() {
    int m, n;
    printf(""Nh?p s? hàng và s? c?t: "");
    scanf(""%d %d"", &m, &n);
    int matrix1[100][100], matrix2[100][100], sum[100][100];
    printf(""Nh?p các ph?n t? ma tr?n 1:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix1[i][j]);
        }
    }
    printf(""Nh?p các ph?n t? ma tr?n 2:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix2[i][j]);
        }
    }
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            sum[i][j] = matrix1[i][j] + matrix2[i][j];
        }
    }
    printf(""Ma tr?n t?ng:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            printf(""%d "", sum[i][j]);
        }
        printf(""\n"");
    }
    return 0;
}"										
176	Nhân hai ma tr?n kích th?c mxn và nxk.	"#include <stdio.h>

int main() {
    int m, n, k;
    printf(""Nh?p kích th??c ma tr?n 1 (m x n): "");
    scanf(""%d %d"", &m, &n);
    printf(""Nh?p kích th??c ma tr?n 2 (n x k): "");
    scanf(""%d"", &k);
    int matrix1[100][100], matrix2[100][100], product[100][100];
    printf(""Nh?p các ph?n t? ma tr?n 1:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix1[i][j]);
        }
    }
    printf(""Nh?p các ph?n t? ma tr?n 2:\n"");
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < k; j++) {
            scanf(""%d"", &matrix2[i][j]);
        }
    }
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < k; j++) {
            product[i][j] = 0;
            for (int l = 0; l < n; l++) {
                product[i][j] += matrix1[i][l] * matrix2[l][j];
            }
        }
    }
    printf(""Ma tr?n tích:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < k; j++) {
            printf(""%d "", product[i][j]);
        }
        printf(""\n"");
    }
    return 0;
}"										
177	Nhân ma tr?n v?i ma tr?n chuy?n v? c?a nó.	"#include <stdio.h>

int main() {
    int m, n;
    printf(""Nh?p kích th??c ma tr?n (m x n): "");
    scanf(""%d %d"", &m, &n);
    int matrix[100][100], transpose[100][100], product[100][100];
    printf(""Nh?p các ph?n t? ma tr?n:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix[i][j]);
            transpose[j][i] = matrix[i][j];
        }
    }
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < m; j++) {
            product[i][j] = 0;
            for (int k = 0; k < n; k++) {
                product[i][j] += matrix[i][k] * transpose[k][j];
            }
        }
    }
    printf(""Ma tr?n tích:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < m; j++) {
            printf(""%d "", product[i][j]);
        }
        printf(""\n"");
    }
    return 0;
}"										
178	Khai báo m?t con tr? tr? ??n m?t bi?n s? nguyên. In ??a ch? và giá tr? thông qua con tr?.	"#include <stdio.h>

int main() {
    int num = 10;
    int *ptr = &num;
    printf(""??a ch? c?a num: %p\n"", &num);
    printf(""Giá tr? c?a num thông qua con tr?: %d\n"", *ptr);
    return 0;
}"										
179	Vi?t hàm hoán ??i (swap) hai s? nguyên dùng con tr?.	"#include <stdio.h>

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int main() {
    int a, b;
    printf(""Nh?p hai s?: "");
    scanf(""%d %d"", &a, &b);
    swap(&a, &b);
    printf(""Sau hoán ??i: a = %d, b = %d\n"", a, b);
    return 0;
}"										
180	Tính t?ng 2 s? nguyên b?ng con tr? (truy?n ??a ch? vào hàm).	"#include <stdio.h>

int sum(int *a, int *b) {
    return *a + *b;
}

int main() {
    int a, b;
    printf(""Nh?p hai s?: "");
    scanf(""%d %d"", &a, &b);
    printf(""T?ng: %d\n"", sum(&a, &b));
    return 0;
}"										
181	Nh?p và in ra m?ng s? nguyên s? d?ng con tr? thay vì ch? s? m?ng.	"#include <stdio.h>

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int arr[n];
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""M?ng: "");
    for (int i = 0; i < n; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    return 0;
}"										
182	Tìm giá tr? l?n nh?t trong m?ng dùng con tr?.	"#include <stdio.h>
#include <limits.h>

int findMax(int *arr, int n) {
    int max = INT_MIN;
    for (int i = 0; i < n; i++) {
        if (*(arr + i) > max) {
            max = *(arr + i);
        }
    }
    return max;
}

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int arr[n];
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""Giá tr? l?n nh?t: %d\n"", findMax(arr, n));
    return 0;
}"										
183	??m s? ph?n t? ch?n trong m?ng dùng con tr?.	"#include <stdio.h>

int countEven(int *arr, int n) {
    int count = 0;
    for (int i = 0; i < n; i++) {
        if (*(arr + i) % 2 == 0) {
            count++;
        }
    }
    return count;
}

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int arr[n];
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""S? ph?n t? ch?n: %d\n"", countEven(arr, n));
    return 0;
}"										
184	??m s? ph?n t? l? trong m?ng dùng con tr?.	"#include <stdio.h>

int countOdd(int *arr, int n) {
    int count = 0;
    for (int i = 0; i < n; i++) {
        if (*(arr + i) % 2 != 0) {
            count++;
        }
    }
    return count;
}

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int arr[n];
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""S? ph?n t? l?: %d\n"", countOdd(arr, n));
    return 0;
}"										
185	S?p x?p m?ng t?ng d?n s? d?ng con tr? (bubble sort ho?c selection sort).	"#include <stdio.h>

void bubbleSort(int *arr, int n) {
    for (int i = 0; i < n - 1; i++) {
        for (int j = 0; j < n - i - 1; j++) {
            if (*(arr + j) > *(arr + j + 1)) {
                int temp = *(arr + j);
                *(arr + j) = *(arr + j + 1);
                *(arr + j + 1) = temp;
            }
        }
    }
}

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int arr[n];
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    bubbleSort(arr, n);
    printf(""M?ng sau s?p x?p: "");
    for (int i = 0; i < n; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    return 0;
}"										
186	"Tính ?? dài chu?i (string) mà không dùng strlen(), ch? dùng con tr?."	"#include <stdio.h>

int stringLength(char *str) {
    int length = 0;
    while (*str != '\0') {
        length++;
        str++;
    }
    return length;
}

int main() {
    char str[100];
    printf(""Nh?p chu?i: "");
    scanf(""%s"", str);
    printf(""?? dài chu?i: %d\n"", stringLength(str));
    return 0;
}"										
187	??o ng??c chu?i ký t? b?ng con tr?.	"#include <stdio.h>

void reverseString(char *str) {
    int length = 0;
    while (*(str + length) != '\0') {
        length++;
    }
    for (int i = 0; i < length / 2; i++) {
        char temp = *(str + i);
        *(str + i) = *(str + length - 1 - i);
        *(str + length - 1 - i) = temp;
    }
}

int main() {
    char str[100];
    printf(""Nh?p chu?i: "");
    scanf(""%s"", str);
    reverseString(str);
    printf(""Chu?i ??o ng??c: %s\n"", str);
    return 0;
}"										
188	"C?p phát ??ng m?ng (s? d?ng malloc), nh?p và tính t?ng các ph?n t?."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    int sum = 0;
    for (int i = 0; i < n; i++) {
        sum += *(arr + i);
    }
    printf(""T?ng: %d\n"", sum);
    free(arr);
    return 0;
}"										
189	"C?p phát b? nh? ??ng cho m?t m?ng s? nguyên, nh?p giá tr? và in ra m?ng."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""M?ng: "");
    for (int i = 0; i < n; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    free(arr);
    return 0;
}"										
190	"S? d?ng malloc ?? c?p phát b? nh? cho m?ng, nh?p và tính t?ng các ph?n t? d??ng c?a m?ng."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    int sum = 0;
    for (int i = 0; i < n; i++) {
        if (*(arr + i) > 0) {
            sum += *(arr + i);
        }
    }
    printf(""T?ng các ph?n t? d??ng: %d\n"", sum);
    free(arr);
    return 0;
}"										
191	"C?p phát b? nh? cho m?t m?ng s? th?c (float), nh?p giá tr? và tính t?ng các ph?n t?."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    float *arr = (float *)malloc(n * sizeof(float));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%f"", arr + i);
    }
    float sum = 0;
    for (int i = 0; i < n; i++) {
        sum += *(arr + i);
    }
    printf(""T?ng: %.2f\n"", sum);
    free(arr);
    return 0;
}"										
192	S? d?ng malloc và tính t?ng m?ng s? th?c.	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    float *arr = (float *)malloc(n * sizeof(float));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%f"", arr + i);
    }
    float sum = 0;
    for (int i = 0; i < n; i++) {
        sum += *(arr + i);
    }
    printf(""T?ng: %.2f\n"", sum);
    free(arr);
    return 0;
}"										
193	"C?p phát b? nh? cho m?t chu?i ký t? (string), nh?p giá tr? và in ra chu?i."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p ?? dài chu?i: "");
    scanf(""%d"", &n);
    char *str = (char *)malloc((n + 1) * sizeof(char));
    if (str == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p chu?i: "");
    scanf(""%s"", str);
    printf(""Chu?i: %s\n"", str);
    free(str);
    return 0;
}"										
194	"S? d?ng malloc ?? c?p phát b? nh? cho chu?i, nh?p và in ra m?ng ?ó v?i các ký t? chuy?n thành in hoa."	"#include <stdio.h>
#include <stdlib.h>
#include <ctype.h>

int main() {
    int n;
    printf(""Nh?p ?? dài chu?i: "");
    scanf(""%d"", &n);
    char *str = (char *)malloc((n + 1) * sizeof(char));
    if (str == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p chu?i: "");
    scanf(""%s"", str);
    for (int i = 0; str[i] != '\0'; i++) {
        str[i] = toupper(str[i]);
    }
    printf(""Chu?i in hoa: %s\n"", str);
    free(str);
    return 0;
}"										
195	"C?p phát b? nh? ??ng cho m?t ma tr?n (m?ng 2 chi?u) v?i kích th??c m x n, nh?p giá tr? và in ma tr?n."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int m, n;
    printf(""Nh?p s? hàng và s? c?t: "");
    scanf(""%d %d"", &m, &n);
    int **matrix = (int **)malloc(m * sizeof(int *));
    if (matrix == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    for (int i = 0; i < m; i++) {
        matrix[i] = (int *)malloc(n * sizeof(int));
        if (matrix[i] == NULL) {
            printf(""Không ?? b? nh?.\n"");
            return 1;
        }
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix[i][j]);
        }
    }
    printf(""Ma tr?n:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
    for (int i = 0; i < m; i++) {
        free(matrix[i]);
    }
    free(matrix);
    return 0;
}"										
196	"S? d?ng malloc ?? c?p phát b? nh? cho ma tr?n ??ng, nh?p giá tr? và in ma tr?n."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int m, n;
    printf(""Nh?p s? hàng và s? c?t: "");
    scanf(""%d %d"", &m, &n);
    int **matrix = (int **)malloc(m * sizeof(int *));
    if (matrix == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    for (int i = 0; i < m; i++) {
        matrix[i] = (int *)malloc(n * sizeof(int));
        if (matrix[i] == NULL) {
            printf(""Không ?? b? nh?.\n"");
            return 1;
        }
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix[i][j]);
        }
    }
    printf(""Ma tr?n:\n"");
    for (int i = 0; i < m; i++) {
        for (int j = 0; j < n; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
    for (int i = 0; i < m; i++) {
        free(matrix[i]);
    }
    free(matrix);
    return 0;
}"										
197	C?p phát b? nh? ??ng cho m?ng s? nguyên và s?p x?p m?ng theo th? t? t?ng d?n.	"#include <stdio.h>
#include <stdlib.h>

void sortArray(int *arr, int n) {
    for (int i = 0; i < n - 1; i++) {
        for (int j = 0; j < n - i - 1; j++) {
            if (*(arr + j) > *(arr + j + 1)) {
                int temp = *(arr + j);
                *(arr + j) = *(arr + j + 1);
                *(arr + j + 1) = temp;
            }
        }
    }
}

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    sortArray(arr, n);
    printf(""M?ng sau s?p x?p: "");
    for (int i = 0; i < n; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    free(arr);
    return 0;
}"										
198	"C?p phát b? nh?, sau ?ó s?p x?p m?ng s? nguyên b?ng cách s? d?ng thu?t toán s?p x?p."	"#include <stdio.h>
#include <stdlib.h>

void sortArray(int *arr, int n) {
    for (int i = 0; i < n - 1; i++) {
        for (int j = 0; j < n - i - 1; j++) {
            if (*(arr + j) > *(arr + j + 1)) {
                int temp = *(arr + j);
                *(arr + j) = *(arr + j + 1);
                *(arr + j + 1) = temp;
            }
        }
    }
}

int main() {
    int n;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    sortArray(arr, n);
    printf(""M?ng sau s?p x?p: "");
    for (int i = 0; i < n; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    free(arr);
    return 0;
}"										
199	"C?p phát b? nh? ??ng cho m?t ma tr?n vuông, nh?p giá tr?, tính t?ng các ph?n t? trên ???ng chéo chính."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p kích th??c ma tr?n vuông: "");
    scanf(""%d"", &n);
    int **matrix = (int **)malloc(n * sizeof(int *));
    if (matrix == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    for (int i = 0; i < n; i++) {
        matrix[i] = (int *)malloc(n * sizeof(int));
        if (matrix[i] == NULL) {
            printf(""Không ?? b? nh?.\n"");
            return 1;
        }
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix[i][j]);
        }
    }
    int sum = 0;
    for (int i = 0; i < n; i++) {
        sum += matrix[i][i];
    }
    printf(""T?ng ???ng chéo chính: %d\n"", sum);
    for (int i = 0; i < n; i++) {
        free(matrix[i]);
    }
    free(matrix);
    return 0;
}"										
200	S? d?ng malloc ?? c?p phát ma tr?n và tính t?ng các ph?n t? ???ng chéo chính.	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n;
    printf(""Nh?p kích th??c ma tr?n vuông: "");
    scanf(""%d"", &n);
    int **matrix = (int **)malloc(n * sizeof(int *));
    if (matrix == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    for (int i = 0; i < n; i++) {
        matrix[i] = (int *)malloc(n * sizeof(int));
        if (matrix[i] == NULL) {
            printf(""Không ?? b? nh?.\n"");
            return 1;
        }
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        for (int j = 0; j < n; j++) {
            scanf(""%d"", &matrix[i][j]);
        }
    }
    int sum = 0;
    for (int i = 0; i < n; i++) {
        sum += matrix[i][i];
    }
    printf(""T?ng ???ng chéo chính: %d\n"", sum);
    for (int i = 0; i < n; i++) {
        free(matrix[i]);
    }
    free(matrix);
    return 0;
}"										
201	"S? d?ng realloc ?? thay ??i kích th??c m?ng ??ng (m? r?ng m?ng), nh?p các giá tr? cho các ph?n t? m? r?ng."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n, newSize;
    printf(""Nh?p s? ph?n t? ban ??u: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t? ban ??u:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""Nh?p kích th??c m?i: "");
    scanf(""%d"", &newSize);
    arr = (int *)realloc(arr, newSize * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t? m? r?ng:\n"");
    for (int i = n; i < newSize; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""M?ng sau m? r?ng: "");
    for (int i = 0; i < newSize; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    free(arr);
    return 0;
}"										
202	"Kh?i t?o m?t m?ng v?i m?t s? ph?n t?, sau ?ó m? r?ng m?ng và nh?p thêm giá tr?."	"#include <stdio.h>
#include <stdlib.h>

int main() {
    int n, newSize;
    printf(""Nh?p s? ph?n t? ban ??u: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t? ban ??u:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""Nh?p kích th??c m?i: "");
    scanf(""%d"", &newSize);
    arr = (int *)realloc(arr, newSize * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t? m? r?ng:\n"");
    for (int i = n; i < newSize; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""M?ng sau m? r?ng: "");
    for (int i = 0; i < newSize; i++) {
        printf(""%d "", *(arr + i));
    }
    printf(""\n"");
    free(arr);
    return 0;
}"										
203	C?p phát b? nh? ??ng cho m?ng và tìm ki?m ph?n t? trong m?ng.	"#include <stdio.h>
#include <stdlib.h>

int search(int *arr, int n, int x) {
    for (int i = 0; i < n; i++) {
        if (*(arr + i) == x) {
            return i;
        }
    }
    return -1;
}

int main() {
    int n, x;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""Nh?p giá tr? c?n tìm: "");
    scanf(""%d"", &x);
    int index = search(arr, n, x);
    printf(index != -1 ? ""Tìm th?y t?i v? trí %d\n"" : ""Không tìm th?y.\n"", index);
    free(arr);
    return 0;
}"										
204	"C?p phát b? nh? ??ng cho m?ng, sau ?ó tìm ki?m m?t ph?n t? b?t k? trong m?ng b?ng cách s? d?ng m?t hàm tìm ki?m."	"#include <stdio.h>
#include <stdlib.h>

int search(int *arr, int n, int x) {
    for (int i = 0; i < n; i++) {
        if (*(arr + i) == x) {
            return i;
        }
    }
    return -1;
}

int main() {
    int n, x;
    printf(""Nh?p s? ph?n t?: "");
    scanf(""%d"", &n);
    int *arr = (int *)malloc(n * sizeof(int));
    if (arr == NULL) {
        printf(""Không ?? b? nh?.\n"");
        return 1;
    }
    printf(""Nh?p các ph?n t?:\n"");
    for (int i = 0; i < n; i++) {
        scanf(""%d"", arr + i);
    }
    printf(""Nh?p giá tr? c?n tìm: "");
    scanf(""%d"", &x);
    int index = search(arr, n, x);
    printf(index != -1 ? ""Tìm th?y t?i v? trí %d\n"" : ""Không tìm th?y.\n"", index);
    free(arr);
    return 0;
}"										
205	"??nh ngh?a m?t c?u trúc SinhVien v?i các thành ph?n: mã sinh viên, tên, ?i?m thi. Nh?p và in ra thông tin c?a m?t sinh viên."	"#include <stdio.h>

typedef struct {
    char maSV[10];
    char ten[50];
    float diem;
} SinhVien;

int main() {
    SinhVien sv;
    printf(""Nh?p mã sinh viên: "");
    scanf(""%s"", sv.maSV);
    printf(""Nh?p tên sinh viên: "");
    scanf("" %[^\n]s"", sv.ten);
    printf(""Nh?p ?i?m thi: "");
    scanf(""%f"", &sv.diem);
    printf(""Thông tin sinh viên:\n"");
    printf(""Mã SV: %s\nTên: %s\n?i?m: %.2f\n"", sv.maSV, sv.ten, sv.diem);
    return 0;
}"										
206	"??nh ngh?a c?u trúc HinhChuNhat v?i chi?u dài và chi?u r?ng. Nh?p giá tr? chi?u dài và chi?u r?ng, tính di?n tích và in k?t qu?."	"#include <stdio.h>

typedef struct {
    float dai;
    float rong;
} HinhChuNhat;

float tinhDienTich(HinhChuNhat hcn) {
    return hcn.dai * hcn.rong;
}

int main() {
    HinhChuNhat hcn;
    printf(""Nh?p chi?u dài: "");
    scanf(""%f"", &hcn.dai);
    printf(""Nh?p chi?u r?ng: "");
    scanf(""%f"", &hcn.rong);
    printf(""Di?n tích: %.2f\n"", tinhDienTich(hcn));
    return 0;
}"										
